ids,datetime,likes,shares,comments,likes_reactions,reactions,total,chars_count,words_count,message,date,unique_comments
79770243223_10151628325873224,2013-07-24 06:10:54,89,8,1,89,0,98,340.0,5.0,"    Long Beach  California 


() http://www.cen.com.kh/localnews/show_detail/29?token=OWM3MTYyZj
(English) http://www.thecambodiaherald.com/opinion/detail/3?token=YjBkZTFlZTExY2EzYjRhYjhiOTNlOGRjZjg5NWQ5",2013-07-24,1.0
79770243223_10153281426298224,2015-10-02 05:00:00,875,210,35,875,0,1120,2292.0,358.0,"The Office of Defense Cooperation (ODC) at the U.S. Embassy in Cambodia is pleased to invite young Cambodians to compete for appointment to the United States Service Academies for the Class of 2020.

An information brief on the appointment process will be conducted on Wednesday, October 7 at 2:00 p.m. at Passtra University of Cambodia, South Campus, No. 184, Norodom Boulevard (South of Independent Monument).  For directions you can contact (eduUSA@puc.edu.kh or 015 563 235).  

Interested applicants must: 
* Be unmarried and within 17-22 years old. 
* Have strong English proficiency.  
* Earn competitive scores on the Scholastic Aptitude Test (SAT) or the American College Test (ACT).
* Earn competitive scores on an Embassy-administered Candidate Fitness Assessment (CFA). You can learn about each part of the CFA with this YouTube video:  https://www.youtube.com/watch?v=AlIZz9O7QiQ. 
* Have a medical exam showing they are free of communicable diseases or major health problems. 
* Perform well in an individual interview process administered by the U.S. Embassy in Phnom Penh in cooperation with the Royal Cambodian Armed Forces.

To help assess and prepare applicants for the scholastic and fitness tests, the ODC has scheduled practice tests at the U.S. Embassy.  If you meet the eligibility requirements listed above, contact the ODC at ODCCambodia@state.gov with your name, age, and contact information to reserve a place.    

Important dates:  
* October 15 at 2:00 pm  Practice SAT at the U.S. Embassy 
* October 16 at 6:00 am  Practice CFA at the U.S. Embassy
* October 22 at 2:00 pm  Practice SAT at the U.S. Embassy
* October 29 at 2:00 pm  Practice SAT at the U.S. Embassy
* October 30 at 6:00 am  Practice CFA at the U.S. Embassy
* November 1- Deadline for interested applicants to have completed at least one practice  SAT and one practice CFA.  Scores on these tests will be used to determine which  candidates are competitive enough to continue in the selection process.
* November and December  Competitive applicants will have individual interviews with members of the U.S. military and the Royal Cambodian Armed Forces.  

For more information, visit the U.S. Embassy web site at   http://cambodia.usembassy.gov/the_united_states_service_academies.html",2015-10-02,30.0
79770243223_10150374228433224,2011-11-19 01:34:35,265,4,24,265,0,293,605.0,32.0,"   Universal English School  () 

 iPad  
: https://picasaweb.google.com/106739195343586325665/UniversalEnglishSchoolStudentsVisitIRC

30 students from Universal English School visited our Information Resource Center, a library in the U.S. Embassy.

In this photo, they are checking out our new iPads.

More photos: https://picasaweb.google.com/106739195343586325665/UniversalEnglishSchoolStudentsVisitIRC",2011-11-19,21.0
79770243223_10151549793483224,2013-06-10 06:28:29,337,34,29,337,0,400,267.0,10.0,"  : - :   ""American English App for Mobile Phones""  ""Google Translate"" 

      wfr@state.gov 

  ",2013-06-10,24.0
79770243223_10151968742273224,2014-01-09 10:04:55,168,22,8,168,0,198,1079.0,145.0,"""The U.S. Embassy has long worked with Cambodia to help protect the Kingdoms unique historical and cultural heritage, and last week we had another milestone in the history of this important partnership  the launch of an online catalog by the National Museum of Cambodia. 

This inventory project, which began all the way back in 2004, documents the museums entire collection of over 16,400 works of art. I am pleased to recognize the role of the Center for Khmer Studies, a leading U.S.-funded educational organization in Cambodia, for training the museums staff to photograph and enter information on each object into the new searchable database. 

Now, museum curators and others around the world can quickly find and identify any object in the National Museums holdings  making Cambodias rich cultural heritage available to anyone, anywhere, with an Internet connection...""

Click the link to read Ambassador Todd's latest blog entry ""Preserving Cambodias Cultural Heritage"": 

http://blogs.usembassy.gov/todd/2014/01/09/preserving-cambodias-cultural-heritage/",2014-01-09,7.0
79770243223_10152878380558224,2015-03-31 06:59:43,921,0,12,921,0,933,117.0,20.0,Take a look at these moves from The U.S. Ambassador's Youth Council in support of World Wildlife Fund and #EarthHour.,2015-03-31,12.0
79770243223_10151145855663224,2012-09-29 14:01:54,566,81,32,566,0,679,320.0,23.0,"Mark Your Calendar!

  Fulbright ?

   Sean McIntosh  

Where: Vayo FM 105.5
When: Sunday, Sep 30 (2 - 3 PM)

Fulbright and Undergraduate State Alumni Association of Cambodia (FUSAAC)",2012-09-29,28.0
79770243223_10150638243633224,2010-07-01 07:00:00,5,0,0,5,0,5,124.0,,"U.S. Embassy Phnom Penh, Cambodia added a life event from July 2010: 60th Anniversary of U.S.-Cambodia Diplomatic Relations.",2010-07-01,
79770243223_10153105170118224,2015-07-14 03:00:24,1676,103,19,1676,0,1798,447.0,69.0,"Do you know which two places in Cambodia are on the #WorldHeritage list?  

The United Nations Educational, Scientific and Cultural Organization (UNESCO) identifies cultural and natural heritage locations around the world considered to be of outstanding value to humanity.  The United States is home to 23 UNESCO World Heritage sites, including the Yosemite National Park in California.  To  see the full list, go to http://whc.unesco.org/en/list/",2015-07-14,19.0
79770243223_10150235824408224,2011-07-14 03:58:36,33,0,2,33,0,35,225.0,24.0,"To U.S. Citizens,

The U.S. Embassy Phnom Penh will switch to an online appointment-only system for all non-emergency services, starting August 15, 2011.

Read more: http://cambodia.usembassy.gov/acs_appointment_only.html",2011-07-14,2.0
79770243223_99523654394,2009-07-01 02:37:14,2,0,0,2,0,2,68.0,8.0,Celebrating Cambodian Environment Week at American Corner Battambong,2009-07-01,
79770243223_131532627033546,2013-04-12 08:25:02,528,71,40,528,0,639,127.0,1.0," Todd  

http://www.youtube.com/watch?v=RPEwqk-Tdf4",2013-04-12,40.0
79770243223_10153134813368224,2015-07-27 13:00:01,524,37,6,524,0,567,247.0,44.0,"Secretary of State John F. Kerry will release the 2015 Trafficking in Persons Report at the U.S. Department of State in Washington, DC, on July 27 at 10 AM EDT (July 27 at 9 PM Cambodia time). Watch live on http://state.gov  #TIPReport #EndSlavery",2015-07-27,6.0
79770243223_10152204535358224,2014-05-15 09:00:01,1083,42,11,1083,0,1136,416.0,62.0,"U.S. Fulbright Scholar and registered nurse, Dr. Karen Reed, led a workshop designed to improve clinical nursing education in Cambodia on May 8 and 9.  

Fifty Cambodian hospital chief nurses and clinical nurse preceptors joined this workshop, which was the first of its kind dedicated to helping these professionals develop academically and clinically strong hospital-based training for student nurses and midwives.",2014-05-15,11.0
79770243223_10151347443248224,2013-02-02 07:09:46,346,21,2,346,0,369,417.0,51.0,"USAID announces new funding opportunity for maternal and newborn health.

Saving Lives at Birth: A Grand Challenge for Development (Round III) seeks innovative approaches to dramatically reduce maternal and newborn deaths and stillbirths in poor, hard-to-reach communities around the time of childbirth.

Closing date for applications is March 28, 2013.

For more information: http://cambodia.usaid.gov/node/430",2013-02-02,2.0
79770243223_10151035650443224,2012-07-26 09:53:46,115,34,5,115,0,154,380.0,38.0,"The Empowering Women & Girls Through Sports photo contest starts today! 

Send in your photos of women and girls playing sports for a chance to win an ipad.

For more information about this photo contest, click the link below.

http://connect.state.gov/page/photo-contest?utm_source=julyaugsept2012&utm_medium=facebookoutreach&utm_content=contestinfopage&utm_campaign=photocontest",2012-07-26,5.0
79770243223_10152287810803224,2014-06-26 11:30:02,604,28,3,604,0,635,299.0,46.0,Are you on Twitter?  Interested in education?  Join the Young Southeast Asian Leaders Initiative (YSEALI) Twitter chat tonight at 8:00pm (Cambodia local time) at https://twitter.com/yseali and #ysealichat.  Talk about the things that interest you and learn about ways to fund your education project.,2014-06-26,3.0
79770243223_10151274860178224,2012-12-31 07:45:37,964,33,92,964,0,1089,572.0,77.0,"""In the course of a follow-up exam today, Secretary Clinton's doctors discovered a blood clot had formed, stemming from the concussion she sustained several weeks ago.

She is being treated with anti-coagulants and is at NewYork-Presbyterian Hospital so that they can monitor the medication over the next 48 hours.

Her doctors will continue to assess her condition, including other issues associated with her concussion. They will determine if any further action is required.""

Read on U.S. Department of State website:
http://www.state.gov/r/pa/prs/ps/2012/12/202406.htm",2012-12-31,92.0
79770243223_10151929202543224,2013-12-20 07:00:00,64,4,1,64,0,69,441.0,67.0,"Earlier this month, USAID and its partner, the Khmer Youth Association, organized a discussion forum and concert in Siem Reap to raise awareness on the risks of human trafficking for migrant workers.  

Approximately 450 people attended the event and learned about the ways to avoid falling victim to exploitation when migrating for work.  More information on USAIDs  Counter Trafficking in Persons project here : http://1.usa.gov/1jkEIt9",2013-12-20,1.0
79770243223_10153320665153224,2015-10-31 01:33:00,1099,57,29,1099,0,1185,528.0,89.0,"Staff at the U.S. Embassy are getting into the Halloween spirit!
Check out these photos and tell us who has the best costume.

In the United States, Halloween is celebrated on October 31.  While it is not an official holiday, Halloween is much beloved by children, for whom the day is a chance to dress up in costumes and knock on neighborhood doors shouting ""Trick or Treat!"" to collect candy.  Americans also celebrate Halloween by carving pumpkins, decorating homes with witches, ghosts, and black cats, and going to parties.",2015-10-31,29.0
79770243223_10153441469503224,2016-01-06 08:05:55,105,19,3,105,0,127,695.0,92.0,"Get ready!

On February 9, alumni of U.S. government-sponsored exchange programs can start submitting proposals to the 2016 Alumni Engagement Innovation Fund (AEIF).

Current and past exchange program participants are invited to compete to win up to $25,000 in support of their public service projects.

A previous winner of the AEIF is the Fulbright and Undergraduate State Alumni Association of Cambodia (FUSAAC)'s Entrepreneur Challenge, a bootcamp and business plan competition that equips aspiring young entrepreneurs with the knowledge, skills, and funding to launch socially minded business ventures.

Does your project have what it takes to win?

Learn more at https://goo.gl/1WAzi4.",2016-01-06,3.0
79770243223_10151643751148224,2013-08-01 09:34:38,713,93,46,713,0,852,291.0,30.0,"Ambassador Todd:
""During my time here in Cambodia, these elections were probably the most important and memorable event for me...The participation of young people in this election really impressed me...""

Read more:
http://blogs.usembassy.gov/todd/2013/08/01/a-historic-day-for-cambodia/",2013-08-01,42.0
79770243223_10151199883488224,2012-11-07 12:38:22,826,11,26,826,0,863,209.0,12.0,"   Obama  Romney    

Our staff members as President Obama and Governor Romney

More photos: http://goo.gl/czfZz",2012-11-07,26.0
79770243223_10152233315193224,2014-05-30 10:00:00,293,36,15,293,0,344,614.0,68.0,"?

 John F. Kennedy   

 Peace Corps     

Ask not what your country can do for you -- ask what you can do for your country."" President John F. Kennedy

Yesterday, May 29, was the birthday of John F. Kennedy, the 35th President of the United States. One important part of President Kennedys legacy was the establishment of the Peace Corps, which has provided many Americans the opportunity to make a difference in the world.",2014-05-30,15.0
79770243223_10151510420863224,2013-05-15 02:01:42,475,85,19,475,0,579,1027.0,83.0,"Excessive bleeding after child birth is the leading cause of maternal death in Cambodia.

USAID is supporting efforts to find new and effective ways to stop these deaths.

With 70% of Cambodian women delivering at local health centers, the newly introduced anti-shock garment is an efficient, simple and inexpensive solution to temporarily reduce bleedingjust long enough to transport critical patients to a better equipped hospital.

While still being piloted, usage of this garment has a potential to save hundreds of women's lives across Cambodia.

Credit: URC/BHS, Heng Vinmony

USAID       

    

    ",2013-05-15,17.0
79770243223_127475027320815,2011-02-09 06:34:09,19,0,4,19,0,23,28.0,5.0,Wanna work for U.S. Embassy?,2011-02-09,4.0
79770243223_10150973917588224,2012-06-26 10:17:22,109,16,6,109,0,131,237.0,14.0,"50 States in 50 Days: Day 22 - Alabama

""Rocket City""   Huntsville  Alabama 

  

Explore more: http://goo.gl/RTwgH",2012-06-26,5.0
79770243223_10153297821678224,2015-10-15 09:00:00,6121,316,44,6123,2,6483,1070.0,99.0,"On behalf of the employees of the U.S. Embassy in Phnom Penh, I extend my condolences to the people of Cambodia on the third anniversary of the death of King Father Norodom Sihanouk.  

I had the great privilege to meet the King Father in 1998 during a visit from then-Senator John Kerry.  It was obvious even in this short meeting that the King Father had an incredible love for his country and for its people.  

On this solemn anniversary, we pause to remember the King Fathers legacy and wish that his soul may rest in peace

      

     John Kerry        

   ",2015-10-15,40.0
79770243223_10151156300258224,2012-10-07 04:48:47,207,14,7,207,0,228,636.0,3.0,"*   ?

 Todd     

   

  %     %      ...

() http://goo.gl/gXjzl
(English) http://goo.gl/qT4zo",2012-10-07,6.0
79770243223_10153136536713224,2015-07-28 09:54:00,307,27,2,307,0,336,416.0,58.0,"Check out this cool video from the 2015 English Access Camp!  This year, more than 100 students from 6 provinces attended the event.  To find out more about the U.S. Embassys English Access Microscholarship Program, go to http://cambodia.usembassy.gov/access_-_cambodia.html.  For now, see what these dedicated students had to say about their experience at English Camp:  https://www.youtube.com/watch?v=4Chxcw-s9Zg",2015-07-28,2.0
79770243223_10151029759093224,2012-07-23 14:48:20,215,7,38,215,0,260,274.0,13.0,"50 States in 50 Days: Day 31 - ?

* Tyra Banks  Zac Efron 

*  Stanford  

*   

 ?",2012-07-23,37.0
79770243223_279723442153270,2013-01-30 06:35:38,174,18,2,174,0,194,687.0,93.0,"The U.S. Embassy in Phnom Penh will be closed from Friday, February 1, to Monday, February 4, for the King Fathers cremation and associated activities.

An influx of over three million people into Phnom Penh is expected during this four-day period, with many activities centered in the Wat Phnom area.

Due to the increase in population and government-mandated road closures, movement around the city will be heavily restricted.

The U.S. Embassy advises all U.S. citizens to exercise caution while traveling in and around Phnom Penh, and strongly recommends avoiding large crowds.

The Embassy will reopen Tuesday, February 5.

http://cambodia.usembassy.gov/embassy_will_be_closed.html",2013-01-30,2.0
79770243223_10151871798633224,2013-11-21 04:42:21,94,15,4,94,0,113,343.0,40.0,"Thank you for sharing with us your thoughts on the Gettysburg Address.  

As a tribute to the famous speech on its 150 anniversary, President Obama reflected on the meaning of Abraham Lincolns words.  

Read President Obamas hand-written note here: http://www.whitehouse.gov//share/president-obamas-handwritten-tribute-gettysburg-address",2013-11-21,4.0
79770243223_154118841299348,2010-11-11 03:57:53,11,0,0,11,0,11,353.0,56.0,"Secretary Clinton: ...even where we disagree with the actions of a country or of a government,
 we dont stop talking and we dont stop working and we dont stop 
looking for areas of agreement. Because it is important that you 
constantly keep the lines of communication open, and I think thats what
 were doing in this region and around the world...",2010-11-11,
79770243223_10152174119023224,2014-04-30 09:13:01,322,15,4,322,0,341,258.0,36.0,"In the digital age, anyone with access to the Internet can create and consume news.

Join a live, interactive web chat with Kelly McBride, a leading voice on journalism ethics on April 30, 2014 at 6:00 PM.
https://conx.state.gov/live-event/digital-diplomacy/",2014-04-30,3.0
79770243223_10150253563738224,2011-08-04 14:56:55,286,1,89,286,0,376,261.0,14.0,"Happy Birthday, Mr. President!

http://www.whitehouse.gov/administration/president-obama

President Obama was born in Hawaii on August 4, 1961.

 Obama    

 link ",2011-08-04,82.0
79770243223_408534355905539,2013-02-12 14:13:43,187,22,11,187,0,220,728.0,109.0,"I heard you calling from the start

A river runs through both our hearts

A thousand shades of something new

I cannot wait to play for you

So play your songs and make them real

Theres a place for all we feel

And its closer than it seems

Come and find your land of dreams

Land of dreams, land of dreams

Come and find your land of dreams

And its closer than it seems

Come and find your land of dreams

The world is smaller in our eyes

The city streets and moonlit skies

The shining waves and evergreens

I will give you everything

Well you can hear the bells and strings

Just wait until you make them ring

And its closer than it seems

Come and find your land of dreams
http://www.youtube.com/watch?v=WWUA1CXIku8",2013-02-12,11.0
79770243223_10152414557233224,2014-08-26 07:44:40,340,25,5,340,0,370,397.0,67.0,"Today is Womens Equality Day in the United States, celebrating the day women received the right to vote in 1920. However, equality is more than just a law. In the United States, 66 percent of 4th grade girls say they like science and math, but only 18 percent of all college engineering majors are female. Check out this powerful commercial that might offer an explanation.  http://goo.gl/mFpPOk ",2014-08-26,5.0
79770243223_285618848133410,2011-10-04 04:46:51,54,4,1,54,0,59,51.0,6.0,"Interesting event!
The tickets are still available.",2011-10-04,1.0
79770243223_10153001982728224,2015-05-28 03:48:00,0,0,0,0,0,0,66.0,,"U.S. Embassy Phnom Penh, Cambodia likes Cambodian Children's Fund.",2015-05-28,
79770243223_10154013720008224,2016-09-13 03:07:33,527,53,15,546,19,614,1928.0,147.0,"    Clinton  Trump      !    Massachusetts   Middlesex    Lowell 

A historic election will take place this year in the United States, but were not talking about Clinton vs. Trump. We are talking about Rady Mom vs. Kamara Kay! These two Cambodian-Americans will face off against each other in November for a seat in the Massachusetts state legislature. The two candidates are battling to represent the 18th Middlesex District, which encompasses the city of Lowell.

       

Kamara Kay was born in Battambang province and arrived in the United States as a refugee in 1982. He is a senior analyst at an information technology firm.

         Massachusetts    

Rady Mom was born in the Pailin province in 1970 and naturalized as a U.S. citizen in 1990.  He won election to the Massachusetts legislature in 2014 and is now running for a second term.  

!

Good luck to both candidates!

 http://www.voanews.com/a/cambodian-american-candidates-seek-change-massachusetts/3497944.html  

You can read more about the candidates and the race here: http://www.voanews.com/a/cambodian-american-candidates-seek-change-massachusetts/3497944.html.
#Cambodia
#Lowell",2016-09-13,14.0
79770243223_114854401909985,2010-11-02 10:16:35,38,0,6,38,0,44,152.0,9.0,"  : ?
Were you at the riverside at about 1:18 PM yesterday?

 link ",2010-11-02,6.0
79770243223_10151803294683224,2013-10-23 04:39:35,122,12,4,122,0,138,427.0,54.0,"Last Wednesday, closing arguments began in the trial of Khmer Rouge leaders Nuon Chea and Khieu Samphan. The Extraordinary Chambers in the Courts of Cambodia (ECCC) staff, the United Nations, and supporting donors have worked tirelessly to bring the trial to this historic point.

Click the link to read Ambassador Todd's blog entry: The Quest for Justice: http://blogs.usembassy.gov/todd/2013/10/23/the-quest-for-justice/",2013-10-23,2.0
79770243223_10152907622478224,2015-04-14 05:00:00,526,26,12,526,0,564,528.0,91.0,"Join the #YSEALIGenEarth Challenge! 

Post a photo you've taken of nature with the hashtag #YSEALIGenEarth in the comments below and tell us why you care about the environment in Cambodia.  The picture can be of your favorite place in the province, animals or even a view from a mountain top. Don't forget to write where the picture was taken and what a healthy environment means to you.  

Siem Reap, Cambodia will host the YSEALI:Generation Earth workshop April 22-25.      

Young Southeast Asian Leaders Initiative #Cambodia",2015-04-14,11.0
79770243223_141999045828742,2010-07-27 05:07:19,3,0,0,3,0,3,202.0,33.0,"On July 18, the Under Secretary of State for Political Affairs, William J. Burns made a short statement and answered questions from the media at the National Museum of Cambodia.

Here is the transcript.",2010-07-27,
79770243223_10152075633068224,2014-03-07 12:00:01,156,24,4,156,0,184,387.0,49.0,"These ten women exemplify exceptional courage and leadership in advocating for human rights, womens equality, and social progress, often at great personal risk.  Read the stories of these recipients of the U.S. Department of States International Women of Courage Awards here:  

http://www.state.gov/s/gwi/programs/iwoc/2014/bio/index.htm

Is there a courageous woman who inspires you?",2014-03-07,4.0
79770243223_10152200830363224,2014-05-13 09:00:01,1759,294,30,1759,0,2083,676.0,87.0,"Did you know that Cambodias Tonle Sap Lake is designated a UNESCO Biosphere Reserve?  

In the wet season, the Tonle Sap is one of the largest freshwater lakes in Asia, swelling to 12,000 square kilometers before shrinking back to 2,500 square kilometers during the dry season. It is an important food source for local people and a breeding ground for large water birds. 

Check out this 5-minute video from VOA Khmer about tourists coming to Cambodia to see rare and endangered birds at the lake:

http://www.voacambodia.com/media/video/tourists-marvel-at-rare-and-endangered-birds-on-tonle-sap-lake/1913193.html?utm_source=twitterfeed&utm_medium=twitter

(Photo credit: AP)",2014-05-13,29.0
79770243223_141607409191829,2010-07-25 04:21:48,10,0,0,10,0,10,54.0,7.0,Question from Cambodia on US-ASEAN economic relations.,2010-07-25,
79770243223_10150333003073224,2011-10-19 03:42:36,153,4,12,153,0,169,52.0,4.0,"USAID has turned 50!

http://50.usaid.gov/history/",2011-10-19,12.0
79770243223_10150971707088224,2012-06-25 09:56:46,56,8,21,56,0,85,218.0,33.0,"50 States in 50 Days: Day 20 - Mississippi

Did you know that MTV was founded by entrepreneur Robert Pittman, who was born and raised in Mississippi? 

How did MTV change music?

Explore more: http://goo.gl/al0OF",2012-06-25,6.0
79770243223_10150447744948224,2011-12-27 12:03:25,174,9,9,174,0,192,789.0,115.0,"U.S. Embassy Announces the Lower Mekong Initiative English for Special Purposes Program (ESP).

Participants must:
. Be mid to upper level professionals and officials;
. Have a lower intermediate level of English;
. Be in a position to influence policy or speak about policy in the given topic area of the seminar;
. Need English for attending regional and international meetings, conferences and seminars or drafting documents and proposals;
. Be able to commit to attend the entire eight day workshop (this may require additional time for travel to another country); and
. Be able to commit to about 3 hours a week for the follow-up distance education sessions over a 4 to 5 week period.

Click the link below for more information.
http://cambodia.usembassy.gov/122711_pr.html",2011-12-27,9.0
79770243223_10151936947898224,2013-12-24 09:25:00,337,11,22,337,0,370,294.0,43.0,"The U.S. Embassy recently held an awards ceremony to recognize staff who made remarkable contributions and provided extraordinary service in 2013.  

Ambassador Todd hosted the ceremony and presented the awards.  Congratulations to all who were recognized for their accomplishments this year!",2013-12-24,21.0
79770243223_10151190793188224,2012-11-01 09:14:35,2838,54,62,2838,0,2954,424.0,53.0," Obama  New Jersey   Sandy 

After Hurricane Sandy made landfall in southern New Jersey, President Obama was on hand to witness the devastation.

President Obama: ""...We are here for you, and we will not forget; we will follow up to make sure that you get all the help that you need until you've rebuilt...""

Read more: http://wh.gov/0GI0",2012-11-01,57.0
79770243223_10153121879923224,2015-07-23 03:00:01,401,82,2,401,0,485,383.0,52.0,Cambodian #YSEALI member Rathanak Khon recently created a short film to bring his idea of the ASEAN Community to life.  Rathanak and eight other young leaders from across Southeast Asia received mentoring from a video production expert during a workshop in Singapore.  Watch Rathanaks video  The Door to Prosperity Cambodia  on YouTube: https://www.youtube.com/embed/8YADsqiqr6g,2015-07-23,2.0
79770243223_10151882660298224,2013-11-26 06:40:47,209,49,8,209,0,266,178.0,25.0,"The U.S. Embassy is seeking an individual for the position of Assistant (Interpreter/Translator). 

CLOSING DATE FOR APPLICATION: December 9, 2013

Click on the link for details.",2013-11-26,8.0
79770243223_10151513390908224,2013-05-17 09:07:59,440,29,19,440,0,488,289.0,0.0,"    

    

      ",2013-05-17,17.0
79770243223_10153801836838224,2016-06-17 09:30:52,7268,373,51,7393,125,7817,1753.0,139.0,"             Sotie Heidt          !

 Sotie     String Quartet                  

The U.S. Embassy joins the people of #Cambodia in celebrating the 80th birthday of Her Majesty Queen-Mother Norodom Monineath Sihanouk on June 18. Earlier this week, Mrs. Sotie Heidt was part of a Royal Audience with Her Majesty at the Pavilion Serey Mongkol. The Queen-Mother seems happy and in good health,"" said Sotie. ""Of course, she is always the most classically beautiful person in the crowd!""   

Sotie was honored to receive a gift book from the Queen-Mother that included pictures from memorable events in Her Majesty's life, including the May 8, 2016 concert by The United States Air Force Band String Quartet that was dedicated to His Majesty King Norodom Sihamoni and Her Majesty the Queen-Mother. Please join us in saying ""Happy Birthday"" to the Queen-Mother and wishing her good health and happiness.",2016-06-17,46.0
79770243223_10151107273888224,2012-08-29 05:04:15,196,27,16,196,0,239,237.0,24.0,"International Law Enforcement Academy (based in Bangkok) is currently recruiting candidate to fill the post of EnglishKhmer Simultaneous Translator.

For more information, click the link below.
http://cambodia.usembassy.gov/job2.html",2012-08-29,14.0
79770243223_10151740230953224,2013-09-19 13:14:52,330,27,11,330,0,368,577.0,62.0,"This week I had the pleasure of hosting a group of prominent members of the American and Cambodia Chambers of Commerce, many of whom joined me on the reverse trade mission to California and Washington, D.C. in July.  We discussed how we can work together to promote trade and increase Cambodias economic growth.

Read Ambassador Todds blog:
http://blogs.usembassy.gov/todd/2013/09/19/focusing-on-business/

You can also read Ambassador Todd's column ""Ask Ambassador"" at:
http://www.thecambodiaherald.com/opinion/detail/3?token=NTczMTZjZDM4NjM4YzVlZTA2NDdiZmJlNGJhYWM0",2013-09-19,11.0
79770243223_10151590295763224,2013-07-03 08:12:47,1820,114,63,1820,0,1997,247.0,3.0,"    Todd   

 link   blog 
http://blogs.usembassy.gov/todd/2013/07/02/cambodia%E2%80%99s-food-scene/",2013-07-03,60.0
79770243223_10153261697468224,2015-09-23 08:56:05,849,19,7,849,0,875,534.0,62.0,"President Obama declared this week National Historically Black Colleges and Universities Week.

Institutions like Lincoln University, Howard University, Morehouse College and Spelman College, among others, emerged as centers of black intellectual life in the United States.

A growing number of international students are attracted by these institutions commitment to social justice and often view themselves as part of a robust historical legacy.

Find out more: https://share.america.gov/evolving-roles-historically-black-colleges/",2015-09-23,7.0
79770243223_10152034089373224,2014-02-12 10:00:01,114,7,3,114,0,124,526.0,70.0,"American snowboarder Shaun White did not win his third gold medal at the Winter Olympics, but he made the dreams of two young fans come true.  After competing in a qualifying event , the two-time Olympic champion jumped over a fence to greet 10-year-old Ben and 19-year-old Kaitlyn, two cancer survivors who went to Sochi with the Make-a-Wish Foundation.  Read the story here:  

http://www.nbcnews.com/storyline/shaun-white-goes-for-gold/shaun-white-surprises-two-fans-hugs-halfpipe-event-n27471

(Photo credit: AP/Andy Wong)",2014-02-12,3.0
79770243223_10150969324018224,2012-06-24 06:18:04,526,11,11,526,0,548,403.0,6.0,"""Like""  Facebook  FUSAAC (link )    
https://www.facebook.com/fusaac

FUSAAC      

 FUSAAC  (IFL)  (UP)",2012-06-24,11.0
79770243223_10150909311238224,2012-05-26 13:49:03,217,8,4,217,0,229,143.0,7.0," link    ""Partnerships Against Corruption"" ()

(PDF: 4.20 MB) http://go.usa.gov/per",2012-05-26,4.0
79770243223_10153149345848224,2015-08-04 03:42:42,2191,167,61,2191,0,2419,443.0,66.0,"Do you think the recent heavy rains in Phnom Penh are the result of climate change?  Being prepared for severe weather changes is one of the best ways to protect our homes and families.  The United States is committed to helping communities in Cambodia and around the world adapt to the changing climate.  Read more about this at https://share.america.gov/climate-is-changing-get-ready/.
#Cambodia #ClimateChange
Photo credit: Associated Press",2015-08-04,57.0
79770243223_10152515238023224,2014-10-12 05:05:01,329,44,12,329,0,385,302.0,22.0,"REMINDER:  U.S. Embassy Job Opportunities Closing Soon

1.	Chauffeur (Closing date: October 15, 2014) 
http://cambodia.usembassy.gov/job2.html 
2.	Financial Specialist (Closing date: October 14, 2014)
http://cambodia.usembassy.gov/job3.html 

http://cambodia.usembassy.gov/employment_opportunities.html",2014-10-12,10.0
79770243223_10150206658643224,2011-06-16 04:28:57,40,0,9,40,0,49,399.0,50.0,"IRC Page is monthly newsletter of Information Resource Center, aimed at young English learners. It helps Cambodian youth learn about the United States, its people and culture.

If you wish to recieve IRC page via Email, please send your name, and organization/school to pins@state.gov.

May 2011 Issue (PDF - 569 KB) 
http://photos.state.gov/libraries/cambodia/231771/PDFs/may-2011_irc_page.pdf",2011-06-16,5.0
79770243223_10151936879188224,2013-12-24 08:14:37,97,6,2,97,0,105,455.0,74.0,"Earlier this month, USAID's partner, the Khmer HIV/AIDS NGO Alliance (KHANA), organized a group of runners to participate in the Angkor Wat Half Marathon.  After the race, KHANA set up a booth to distribute HIV/AIDS educational materials, explain the correct use of condoms, and provide counseling.  Efforts like these have helped Cambodia achieve remarkable progress in HIV by reducing the prevalence rate from 1.7 percent in 1998 to .70 percent in 2012.",2013-12-24,2.0
79770243223_10153998298073224,2016-09-07 05:06:57,650,35,10,657,7,702,458.0,73.0,"UPDATE: The President's YSEALI Town Hall will be starting ahead of schedule. Please tune in now (1:40 p.m.) so you won't miss a minute. Thanks!

Fourteen #YSEALI members from #Cambodia will be in the audience today when President Obama hosts a Town Hall at the #YSEALISummit in Vientiane, Laos. You can watch, too! Go to www.whitehouse.gov/live at 2:30 p.m. today Cambodia time and watch the President take questions from young leaders across Southeast Asia.",2016-09-07,8.0
79770243223_10153966210133224,2016-08-26 04:52:47,643,37,12,656,13,705,535.0,76.0,"#Cambodia joins the world in celebrating #WomensEqualityDay today! For this #FlashbackFriday, we go back to our #CamWomenCan series from earlier this year, which featured Cambodian women who are leaders in their professions and extraordinary role models for us all. If you would like to tell us about other inspiring Cambodian women that you know, please share in the comments below! 

Check out these photos and learn more about the history of Women's Equality Day at http://www.nwhp.org/resources/commemorations/womens-equality-day/.",2016-08-26,12.0
